,Attribute,Label,Description,Required,Cond_Req,Valid Values,Conditional Requirements,Component
specifySampleIntroduction,specifySampleIntroduction,SpecifySampleIntroduction,Value is determined by the data contributor,False,,,,MetabolomicsHuman
msTarget,msTarget,MsTarget,specifies whether or not a specific molecule(s) is/are targeted for detection/measurement by the assay,True,,"['Not Specified', 'Not applicable', 'UnTargetedMsTarget', 'Unknown', 'TargetedMsTarget', 'Not collected']",,MetabolomicsHuman
acquisitionBatchID,acquisitionBatchID,AcquisitionBatchID,"Acquisition batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",False,,,,MetabolomicsHuman
databaseName,databaseName,DatabaseName,"The name of the search database (nr, SwissProt or est_human, and/or mass spectral library).",True,,"['Not Specified', 'Not applicable', 'MassBank of North America (MoNA)', 'HMDB', 'Metlin', 'Unknown', 'OtherDatabaseName', 'NIST17', 'Not collected']",,MetabolomicsHuman
specifyExperimentalBatchSizeUnits,specifyExperimentalBatchSizeUnits,SpecifyExperimentalBatchSizeUnits,Value is determined by the data contributor,False,,,,MetabolomicsHuman
processingBatchSize,processingBatchSize,ProcessingBatchSize,The number of samples,False,,,,MetabolomicsHuman
hasAssayControl,hasAssayControl,HasAssayControl,"Boolean flag indicating whether or not a specimen is a technical or assay control. Examples include study pools or reference pools, blanks, or internal standards.",True,,"['No', 'YesHasAssayControl']",,MetabolomicsHuman
batchID,batchID,BatchID,"ID used to identify a batch, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",False,,,,MetabolomicsHuman
batchSize,batchSize,BatchSize,The number of samples,False,,,,MetabolomicsHuman
specifyMSAssayTechnique,specifyMSAssayTechnique,SpecifyMSAssayTechnique,Value is determined by the data contributor,False,,,,MetabolomicsHuman
specifyMeasurementTechnique,specifyMeasurementTechnique,SpecifyMeasurementTechnique,Value is determined by the data contributor,False,,,,MetabolomicsHuman
Filename,Filename,Filename,Name of the file. This helps to link annotations from metadata files.,True,,,,MetabolomicsHuman
msAnalyzerTypeMS2,msAnalyzerTypeMS2,MsAnalyzerTypeMS2,"Describes the mass spectrometer analyzer used to read out fragment ions(quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments)",True,,"['Not collected', 'Not Specified', 'Not applicable', 'triple quadrupole', 'Q Exactive HF-X', 'Exploris 240Exploris 480quadrupole time-of-flight', 'Orbitrap Fusion', 'Bruker Avance IIITimsTOF ProOtherMsAnalyzerTypeMS2', 'Q Exactive Plus', 'Q Exactive HF', 'Xevo G2 QTOF', 'Unknown', 'Q Exactive', 'Orbitrap Fusion Lumos', 'time-of-flight', 'Xevo TQ-S', 'LTQ Orbitrap XL']",,MetabolomicsHuman
specifyMSAnalyteType,specifyMSAnalyteType,SpecifyMSAnalyteType,Value is determined by the data contributor,False,,,,MetabolomicsHuman
lensVoltages,lensVoltages,LensVoltages,"The skimmer/focusing lens voltages e.g., capillary voltage, etc.",False,,,,MetabolomicsHuman
experiementalBatchSizeUnit,experiementalBatchSizeUnit,ExperiementalBatchSizeUnit,The unit of measurement for number of samples in a experimental batch,False,,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'OtherExperiementalBatchSizeUnit', 'pg/nl', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'bpg/dl', 'pg/ml', 'Not Specified', 'umol/l', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml', '']",,MetabolomicsHuman
batchSizeUnit,batchSizeUnit,BatchSizeUnit,The unit of measurement for number of samples in a batch,False,,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'pg/nl', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'OtherBatchSizeUnit', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'bpg/dl', 'pg/ml', 'Not Specified', 'umol/l', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml', '']",,MetabolomicsHuman
processingBatchID,processingBatchID,ProcessingBatchID,"Processing batch identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",False,,,,MetabolomicsHuman
spectrometerFrequency,spectrometerFrequency,SpectrometerFrequency,The frequency at which a spectrometer causes hydrogen atoms to resonate (in MHz),True,,,,MetabolomicsHuman
experiementalBatchSize,experiementalBatchSize,ExperiementalBatchSize,The number of samples ,False,,,,MetabolomicsHuman
msAnalyteType,msAnalyteType,MsAnalyteType,the type of biospecimen subjected to analysis,False,,"['Not Specified', 'Not applicable', 'metabolite', 'Other', 'Lipid', 'Protein', 'Unknown', 'Not collected', '']",,MetabolomicsHuman
specifyPlatformVersion,specifyPlatformVersion,SpecifyPlatformVersion,Value is determined by the data contributor,False,,,,MetabolomicsHuman
acquisitionBatchSizeUnit,acquisitionBatchSizeUnit,AcquisitionBatchSizeUnit,The unit of measurement for number of samples in a batch,False,,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'pg/nl', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'bpg/dl', 'pg/ml', 'Not Specified', 'umol/l', 'OtherAcquisitionBatchSizeUnit', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml', '']",,MetabolomicsHuman
acquisitionMode,acquisitionMode,AcquisitionMode,"The specific aspect of a mass spectrometer method by which mass ranges are selected and possibly dissociated (full scan, MSn, SIM, MRM, etc.).",True,,"['Not Specified', 'Unknown', 'Not applicable', 'Not collected']",,MetabolomicsHuman
specifyAcquisitionBatchSizeUnits,specifyAcquisitionBatchSizeUnits,SpecifyAcquisitionBatchSizeUnits,Value is determined by the data contributor,False,,,,MetabolomicsHuman
specifyDatabaseSource,specifyDatabaseSource,SpecifyDatabaseSource,Value is determined by the data contributor,False,,,,MetabolomicsHuman
specimenID,specimenID,SpecimenID,"Identifying string linked to a particular sample or specimen, provide by the data contributor",True,,,,MetabolomicsHuman
Component,Component,Component,TBD,False,,,,MetabolomicsHuman
specifySampleType,specifySampleType,SpecifySampleType,Value is determined by the data contributor,False,,,,MetabolomicsHuman
databaseWeblink,databaseWeblink,DatabaseWeblink,"An internet address that may provide details of a database or software search, as well as for labs who generate their own search method",False,,,,MetabolomicsHuman
databaseSource,databaseSource,DatabaseSource,"The name of the organization, project, or laboratory from where the database is obtained (UniProt, NCBI, EBI, other).",False,,"['Not Specified', 'Not applicable', 'OtherDatabaseSource', 'Unknown', 'Not collected', '']",,MetabolomicsHuman
msAnalyzerTypeMS1,msAnalyzerTypeMS1,MsAnalyzerTypeMS1,"Describes the mass spectrometer analyzer used to read out parent ions (quadrupole, ion-trap, time-of-flight, FT-ICR, including combinations of these for hybrid instruments)",True,,"['Not collected', 'Not Specified', 'Not applicable', 'triple quadrupole', 'Q Exactive HF-X', 'Exploris 240Exploris 480quadrupole time-of-flight', 'Orbitrap Fusion', 'Unknown', 'Q Exactive Plus', 'Q Exactive HF', 'Xevo G2 QTOF', 'Q Exactive', 'Orbitrap Fusion Lumos', 'time-of-flight', 'Xevo TQ-S', 'Bruker Avance IIITimsTOF ProOtherMsAnalyzerTypeMS1', 'LTQ Orbitrap XL']",,MetabolomicsHuman
vacuumPressure,vacuumPressure,VacuumPressure,The recorded vacuum pressure value,False,,,,MetabolomicsHuman
msAssayTechnique,msAssayTechnique,MsAssayTechnique,Specified the mass spectrometer technique used,True,,"['Not Specified', 'Not applicable', 'HPLC-MSMS', 'MDMS-SL', 'LC-MSMS', 'LC-MS', 'UPLC-MSMS', 'UPLC-ESI-QTOF-MS', 'FIA-MSMS', 'Unknown', 'MIB-MS', 'DDA-MS', 'DIA-MS', 'LC-SRMOtherMsAssayTechnique', 'Not collected']",,MetabolomicsHuman
specifyLensVoltageUnits,specifyLensVoltageUnits,SpecifyLensVoltageUnits,Value is determined by the data contributor,False,,,,MetabolomicsHuman
specifySampleBatchSizeUnits,specifySampleBatchSizeUnits,SpecifySampleBatchSizeUnits,Value is determined by the data contributor,False,,,,MetabolomicsHuman
specifyPlatformLocation,specifyPlatformLocation,SpecifyPlatformLocation,Value is determined by the data contributor,False,,,,MetabolomicsHuman
specifyVacuumPressueUnits,specifyVacuumPressueUnits,SpecifyVacuumPressueUnits,Value is determined by the data contributor,False,,,,MetabolomicsHuman
msInstrumentModel,msInstrumentModel,MsInstrumentModel,The model of the mass spectrometer  used,True,,,,MetabolomicsHuman
specifyControlType,specifyControlType,SpecifyControlType,Value is determined by the data contributor,False,,,,MetabolomicsHuman
platformLocation,platformLocation,PlatformLocation,"The name of the laboratory, facility, vendor, company, or location where the data generation platform was located, provided by the data contributor",True,,"['Not Specified', 'OtherPlatformLocation', 'Not applicable', 'Unknown', 'Not collected']",,MetabolomicsHuman
sampleBatchID,sampleBatchID,SampleBatchID,"Sample batch lot identifier, provided by the data contributor to Sage Bionetworks. The batch identifier(s) must be stored in a data dictionary .csv file uploaded to Synapse",False,,,,MetabolomicsHuman
gasFlowTemperatureUnit,gasFlowTemperatureUnit,GasFlowTemperatureUnit,Unit of gas flow temperature,False,,"['Not Specified', 'C', 'K', 'F', '']",,MetabolomicsHuman
hasIonizationSource,hasIonizationSource,HasIonizationSource,Were the ionization conditions recorded to enable reproduction of the experiment,True,,"['No', 'YesHasIonizationSource']",,MetabolomicsHuman
sampleType,sampleType,SampleType,The type of sample collected,True,,"['Amniotic Fluid', 'Pancreas', 'Sputum', 'Small intestine', 'Appendix', 'cell line', 'Carbohydrate', 'Popliteal lymph node', 'Vagina', 'Epithelium', 'Thymus', 'Feces', 'Tonsil', 'Liver', 'Colon', 'Dried Blood Spot', 'Brachial lymph node', 'Trachea', 'Neutrophil', 'Stomach', 'Positive Control', 'Breast Milk', 'Nasal Swab', 'DNA', 'Leukocytes', 'Bronchoalveolar Lavage Fluid', 'Inguinal lymph node', 'Endotracheal aspirate', 'Basophils', 'Monocyte', 'Lymphocyte', 'Negative Control', 'PBL', 'Cerebrospinal Fluid', 'Urine', 'Cord blood', 'Colonic Lamina Propria', 'Bone', 'Lung', 'Umbilical cord blood', 'B cell', 'Skin of body', 'Fibroblast', 'Lipid', 'Plasma', 'Red Blood Cell', 'Whole blood', 'brain', 'Lung lymph node', 'Synovial tissue', 'Protein', 'Nasal lavage fluid', 'Jejunum', 'Cervical lymph nodes', 'Pancreatic Stellate Cells', 'Saliva', 'Dendritic cell', 'Cell culture supernatant', 'Osteoblasts', 'Spleen', 'Oropharyngeal Swab Specimen', 'Lymph node', 'Ileum', 'Not Specified', 'Nasal Swab or Nose Specimen', 'PBMC', 'Synovial fluid', 'Organoids', 'Urinary bladder', 'Gastric lamina propria', 'Pooled Sample', 'OtherSampleType', 'Macrophage', 'Tumor Tissue', 'Dermis', 'Salivary Glands', 'Placenta', 'NK cell', 'Mesenteric lymph node', 'Rectal Swab Specimen', 'Bone Marrow', 'Serum', 'Convalescent Plasma', 'Optic Nerve', 'Kidney', 'T cell', 'Mouse Ear', 'Nasopharyngeal Swab Specimen']",,MetabolomicsHuman
specifyMSAnalyzerTypeMS1,specifyMSAnalyzerTypeMS1,SpecifyMSAnalyzerTypeMS1,Value is determined by the data contributor,False,,,,MetabolomicsHuman
extractionMethod,extractionMethod,ExtractionMethod,The name of the process used to separate a desired component of an input material from the remainder,True,,"['Not Specified', 'Unknown', 'Not applicable', 'Not collected']",,MetabolomicsHuman
gasFlowTemperature,gasFlowTemperature,GasFlowTemperature,"e.g., nebulization gas, cone gas, etc.",False,,,,MetabolomicsHuman
ionProperty,ionProperty,IonProperty,Ion charge state (positive or negative-ion analysis),False,,"['Negative', 'Positive', '']",,MetabolomicsHuman
specifyMSAnalyzerTypeMS2,specifyMSAnalyzerTypeMS2,SpecifyMSAnalyzerTypeMS2,Value is determined by the data contributor,False,,,,MetabolomicsHuman
acquisitionBatchSize,acquisitionBatchSize,AcquisitionBatchSize,The number of samples,False,,,,MetabolomicsHuman
controlType,controlType,ControlType,Control samples suitable for normalization and batch correction,False,,"['Not Specified', 'Not applicable', 'Other', 'GoldenWest', 'study pool', 'internal standards', 'NIST SRM 1950', 'Unknown', 'AIBL pool', 'water plus Baker ISTD', 'GIS', 'Baker pool', 'Not collected', '']",,MetabolomicsHuman
acquisitionSoftware,acquisitionSoftware,AcquisitionSoftware,The name of the acquisition software used,True,,"['Not Specified', 'Unknown', 'Not applicable', 'Not collected']",,MetabolomicsHuman
vacuumPressureUnit,vacuumPressureUnit,VacuumPressureUnit,Unit of vacuum pressure value,False,,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'pg/nl', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'bpg/dl', 'pg/ml', 'Not Specified', 'umol/l', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'OtherVacuumPressureUnit', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml', '']",,MetabolomicsHuman
acquistionSoftwareVersion,acquistionSoftwareVersion,AcquistionSoftwareVersion,The version number of software used,True,,,,MetabolomicsHuman
technologyPlatformVersion,technologyPlatformVersion,TechnologyPlatformVersion,"The specific version (application, manufacturer, model, lab, etc.) of a technology that is used to carry out a laboratory or computational experiment.",True,,"['Illumina HumanOmniExpress-24 v1.2 BeadChip', 'PacBio Sequel IIe System', 'Cherry Imaging TRACE Platform', 'Illumina Infinium MethylationEPIC BeadChip v1.0 (850k)', 'Affymetrix Genome-Wide Human SNP 6.0 Array', 'Promega GloMax Discover', 'scale', 'Illumina Infinium MethylationEPIC BeadChip v2.0 (935k)Illumina MiSeq', 'Illumina NextSeq 550', 'Infinium HumanOmniExpressExome', 'Cherry Imaging FACE Platform', 'Bionano Irys', 'Illumina 1M', 'Affymetrix Human Gene 1.0 ST Array', 'Illumina HumanHap300', 'Illumina NextSeq 2000', 'LI-COR Odyssey CLx', 'Illumina HiSeq 3000', 'Chromium X', 'Illumina Omni2pt5M', '10x Visium Spatial Gene Expression', 'Agilent 44Karray', 'LifeViz Infinity System', 'Illumina Genome Analyzer IIx', 'Spectramax M Series', 'Not applicable', 'Affymetrix Genome-Wide Human SNP 5.0 Array', 'BGISEQ-500', 'Nanostring Counter', 'Illumina NovaSeq 6000', 'Illumina h650', 'Perlegen 300Karray', 'Not Specified', 'Illumina HiSeq 2500', 'Illumina HumanOmni1-Quadv1.0', 'Vectra H1 3D Imaging System', 'PacBio Sequel II System', 'Illumina HiSeq X', 'Orbitrap Fusion Lumos Tribrid', 'Illumina Omni5M', 'Illumina WholeGenome DASL', 'Illumina HiSeq 4000', 'Vevo 3100 Imaging System', 'Illumina Human660W-Quad v1.0 BeadChip', 'EnVision 2103 Multiplate Reader', 'Affymetrix U133AB', 'LTQ Orbitrap XL', 'Olympus DP80', 'OtherTechnologyPlatformVersion', 'Q Exative HF', 'Zeiss LSM 980', 'Illumina HumanOmniExpress-24 v1.0 BeadChip', 'Illumina NextSeq 1000', 'Illumina NextSeq 500', 'Affymetrix Human Genome U133 Plus 2.0 Array', 'Illumina MouseWG-6 v2.0 expression BeadChip', 'Illumina HumanMethylation450', 'Illumina HiSeq 2000', 'Nanostring GeoMx', 'Unknown', 'PacBio RS II', 'LifeViz Micro System', 'Not collected']",,MetabolomicsHuman
sampleIntroduction,sampleIntroduction,SampleIntroduction,"The sample introduction and delivery. From GC, from LC, direct infusion without chromatography, direct infusion using dedicated autosampler flow rate.",True,,"['Not Specified', 'Not applicable', 'Other', 'Unknown', 'Not collected']",,MetabolomicsHuman
specifyMSInstrumentModel,specifyMSInstrumentModel,SpecifyMSInstrumentModel,Value is determined by the data contributor,False,,,,MetabolomicsHuman
samplePrepProtocol,samplePrepProtocol,SamplePrepProtocol,An internet address that may provide more details of the protocol information (web link),False,,,,MetabolomicsHuman
lensVoltagesUnit,lensVoltagesUnit,LensVoltagesUnit,Unit of lens voltages,False,,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'OtherLensVoltagesUnit', 'pg/nl', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'bpg/dl', 'pg/ml', 'Not Specified', 'umol/l', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml', '']",,MetabolomicsHuman
sampleBatchSizeUnit,sampleBatchSizeUnit,SampleBatchSizeUnit,The unit of measurement for number of samples in a batch,False,,"['g/l', 'MOI', 'nM', 'mg/l', 'nl', 'ul', 'M', 'pg/ul', 'pg/nl', 'mg/ml', 'pg', 'AFU', 'uiu/ml', 'units/ml', 'DK units/ml', 'ng/dl', 'kg', 'gm', 'ng/nl', 'TCID50', 'ug/l', 'pg/mg creatinine', 'ng', 'PFU', 'mg/dl', 'AU/ml', 'pM', 'ug/ul', 'iu/l', 'bpg/dl', 'pg/ml', 'Not Specified', 'umol/l', 'uM', 'ug', 'IU/ml', 'NPX', 'pl', 'HAU', 'AI', 'Pound', 'ug/dl', 'PFUe', 'l', 'IU', 'mM', 'OtherSampleBatchSizeUnit', 'ng/ml', 'mg', 'miu/ml', 'Kallikrein Inactivator Unit per Milliliter', 'ng/ul', 'ml', 'optical density', 'ug/ml', '']",,MetabolomicsHuman
